seq,orderid,orderdate,shipdate,customerid,productid,quantity,discount
7981,CA-2014-1038001,2014-01-03 13:52:20,2014-01-07 13:52:20,DP-13000,OFF-PA-10000174,2,0.20
7982,CA-2014-1133831,2014-09-10 07:33:06,2014-09-13 07:33:06,SF-20065,OFF-AP-10004532,4,0.00
7983,CA-2014-1133832,2014-09-10 08:12:34,2014-09-13 08:12:34,SF-20065,FUR-FU-10001986,5,0.00
7984,CA-2017-1524991,2017-01-22 06:05:21,2017-01-25 06:05:21,EH-13765,OFF-FA-10002975,5,0.20
7985,CA-2017-1524992,2017-01-22 07:50:00,2017-01-25 07:50:00,EH-13765,OFF-AR-10003481,3,0.20
7986,CA-2016-1514981,2016-04-21 02:40:54,2016-04-24 02:40:54,DN-13690,OFF-BI-10004967,5,0.20
7987,CA-2016-1379391,2016-07-20 07:01:30,2016-07-23 07:01:30,PJ-19015,TEC-PH-10003589,5,0.00
7988,US-2016-1177931,2016-08-23 12:00:40,2016-08-29 12:00:40,MA-17560,OFF-LA-10002945,4,0.00
7989,US-2016-1177932,2016-08-23 13:56:25,2016-08-29 13:56:25,MA-17560,OFF-LA-10003537,3,0.00
7990,US-2016-1177933,2016-08-23 14:55:06,2016-08-29 14:55:06,MA-17560,OFF-ST-10002406,1,0.00
7991,US-2016-1177934,2016-08-23 15:06:49,2016-08-29 15:06:49,MA-17560,TEC-AC-10003433,2,0.00
7992,CA-2016-1338721,2016-06-14 10:32:45,2016-06-17 10:32:45,VM-21835,OFF-BI-10002082,4,0.70
7993,CA-2016-1338722,2016-06-14 11:56:18,2016-06-17 11:56:18,VM-21835,TEC-AC-10000521,2,0.20
7994,US-2015-1657431,2015-11-20 04:41:50,2015-11-23 04:41:50,MM-18055,OFF-BI-10001982,3,0.70
7995,US-2015-1657432,2015-11-20 05:14:22,2015-11-23 05:14:22,MM-18055,FUR-BO-10002268,6,0.70
7996,US-2015-1657433,2015-11-20 06:47:23,2015-11-23 06:47:23,MM-18055,OFF-BI-10001758,6,0.70
7997,US-2017-1059981,2017-11-03 10:40:47,2017-11-05 10:40:47,CR-12580,TEC-AC-10004469,5,0.00
7998,US-2017-1059982,2017-11-03 11:34:31,2017-11-05 11:34:31,CR-12580,FUR-TA-10001095,12,0.20
7999,US-2014-1481941,2014-05-04 08:33:56,2014-05-07 08:33:56,BS-11365,FUR-FU-10001852,7,0.00
8000,US-2014-1481942,2014-05-04 09:58:21,2014-05-07 09:58:21,BS-11365,OFF-AP-10000696,4,0.00
8001,US-2015-1514071,2015-11-08 09:04:04,2015-11-12 09:04:04,RD-19585,TEC-PH-10003885,4,0.00
8002,CA-2015-1108701,2015-12-12 05:08:01,2015-12-15 05:08:01,KD-16270,TEC-AC-10002926,6,0.00
8003,CA-2015-1108702,2015-12-12 06:08:21,2015-12-15 06:08:21,KD-16270,OFF-SU-10001225,7,0.00
8004,CA-2014-1432101,2014-12-01 01:34:28,2014-12-03 01:34:28,AA-10645,TEC-PH-10004434,2,0.00
8005,CA-2014-1432102,2014-12-01 02:03:15,2014-12-03 02:03:15,AA-10645,FUR-FU-10003878,3,0.00
8006,CA-2014-1432103,2014-12-01 03:22:15,2014-12-03 03:22:15,AA-10645,FUR-FU-10002268,2,0.00
8007,CA-2016-1398081,2016-10-07 06:34:40,2016-10-11 06:34:40,MC-18100,OFF-FA-10001883,12,0.00
8008,CA-2015-1108631,2015-11-17 03:56:31,2015-11-24 03:56:31,AA-10645,OFF-ST-10002756,4,0.00
8009,CA-2015-1108632,2015-11-17 04:36:42,2015-11-24 04:36:42,AA-10645,OFF-PA-10000474,3,0.00
8010,CA-2015-1108633,2015-11-17 05:15:10,2015-11-24 05:15:10,AA-10645,FUR-CH-10002073,5,0.00
8011,CA-2014-1278591,2014-03-17 09:56:31,2014-03-20 09:56:31,QJ-19255,OFF-PA-10003641,6,0.20
8012,US-2015-1364271,2015-06-20 06:27:29,2015-06-23 06:27:29,JM-16195,TEC-PH-10002070,7,0.20
8013,CA-2017-1201681,2017-05-25 00:07:42,2017-05-25 00:07:42,TB-21625,OFF-BI-10004519,5,0.20
8014,CA-2017-1201682,2017-05-25 01:42:32,2017-05-25 01:42:32,TB-21625,TEC-AC-10002167,8,0.00
8015,CA-2017-1201683,2017-05-25 02:04:57,2017-05-25 02:04:57,TB-21625,OFF-FA-10000936,1,0.00
8016,CA-2017-1201684,2017-05-25 03:06:08,2017-05-25 03:06:08,TB-21625,FUR-FU-10000732,3,0.00
8017,US-2014-1318701,2014-09-09 08:56:51,2014-09-11 08:56:51,NF-18595,FUR-FU-10002501,6,0.20
8018,US-2014-1318702,2014-09-09 09:44:51,2014-09-11 09:44:51,NF-18595,OFF-AR-10000634,9,0.20
8019,CA-2017-1148041,2017-10-17 09:23:10,2017-10-19 09:23:10,BF-11020,TEC-PH-10001700,1,0.20
8020,CA-2017-1672271,2017-11-02 06:44:08,2017-11-05 06:44:08,NP-18670,OFF-AP-10001962,10,0.00
8021,CA-2017-1672272,2017-11-02 07:35:20,2017-11-05 07:35:20,NP-18670,OFF-PA-10001838,2,0.00
8022,CA-2014-1291891,2014-07-21 08:36:00,2014-07-25 08:36:00,HM-14860,OFF-AP-10000124,3,0.80
8023,CA-2014-1291892,2014-07-21 09:10:47,2014-07-25 09:10:47,HM-14860,OFF-EN-10003567,5,0.20
8024,CA-2014-1291893,2014-07-21 10:18:26,2014-07-25 10:18:26,HM-14860,FUR-CH-10004997,5,0.30
8025,CA-2014-1291894,2014-07-21 11:49:07,2014-07-25 11:49:07,HM-14860,OFF-BI-10000494,1,0.80
8026,CA-2015-1324651,2015-09-11 01:03:17,2015-09-15 01:03:17,DM-13525,FUR-FU-10000277,2,0.00
8027,CA-2015-1324652,2015-09-11 02:04:09,2015-09-15 02:04:09,DM-13525,OFF-ST-10003641,1,0.00
8028,CA-2015-1324653,2015-09-11 03:49:49,2015-09-15 03:49:49,DM-13525,TEC-AC-10001998,1,0.00
8029,CA-2015-1324654,2015-09-11 04:17:34,2015-09-15 04:17:34,DM-13525,OFF-ST-10001932,4,0.00
8030,CA-2016-1663731,2016-10-21 09:05:07,2016-10-25 09:05:07,JF-15565,TEC-AC-10002323,6,0.20
8031,CA-2016-1588061,2016-01-07 05:23:48,2016-01-11 05:23:48,NM-18520,FUR-FU-10004270,3,0.60
8032,CA-2016-1588062,2016-01-07 06:35:38,2016-01-11 06:35:38,NM-18520,OFF-PA-10004621,5,0.20
8033,CA-2015-1196901,2015-06-25 03:12:45,2015-06-28 03:12:45,MV-17485,OFF-PA-10001019,3,0.20
8034,CA-2015-1196902,2015-06-25 04:28:05,2015-06-28 04:28:05,MV-17485,OFF-BI-10000201,2,0.80
8035,CA-2015-1196903,2015-06-25 05:07:17,2015-06-28 05:07:17,MV-17485,FUR-FU-10004587,9,0.60
8036,CA-2015-1196904,2015-06-25 06:55:21,2015-06-28 06:55:21,MV-17485,OFF-LA-10001613,2,0.20
8037,CA-2015-1537381,2015-09-20 02:00:22,2015-09-22 02:00:22,AG-10270,OFF-BI-10001308,6,0.00
8038,CA-2017-1690121,2017-07-10 12:28:48,2017-07-14 12:28:48,BF-11275,OFF-AP-10003278,3,0.00
8039,CA-2017-1093931,2017-06-30 10:14:04,2017-07-02 10:14:04,JC-15775,FUR-BO-10003966,3,0.15
8040,CA-2017-1214891,2017-08-21 07:05:17,2017-08-25 07:05:17,CM-11815,FUR-CH-10004698,6,0.20
8041,CA-2017-1214892,2017-08-21 08:54:08,2017-08-25 08:54:08,CM-11815,OFF-ST-10000025,6,0.00
8042,CA-2017-1214893,2017-08-21 09:41:03,2017-08-25 09:41:03,CM-11815,TEC-AC-10000682,2,0.00
8043,US-2017-1330811,2017-03-11 11:56:22,2017-03-15 11:56:22,PV-18985,TEC-AC-10001772,4,0.00
8044,US-2017-1330812,2017-03-11 12:40:17,2017-03-15 12:40:17,PV-18985,FUR-FU-10001379,1,0.00
8045,CA-2017-1650081,2017-09-15 10:30:32,2017-09-17 10:30:32,DO-13645,OFF-BI-10002794,9,0.20
8046,CA-2016-1456111,2016-09-20 09:25:42,2016-09-24 09:25:42,HA-14905,OFF-AP-10001005,5,0.00
8047,CA-2016-1136001,2016-12-15 04:04:23,2016-12-17 04:04:23,SH-20395,OFF-BI-10000201,3,0.70
8048,CA-2017-1308341,2017-11-03 09:31:41,2017-11-06 09:31:41,JM-16195,OFF-PA-10003673,3,0.20
8049,CA-2016-1685431,2016-07-03 05:33:45,2016-07-07 05:33:45,DK-13225,OFF-AP-10000938,7,0.00
8050,CA-2014-1449741,2014-09-26 02:47:56,2014-09-30 02:47:56,CM-12715,OFF-BI-10003274,5,0.70
8051,CA-2014-1449742,2014-09-26 03:07:54,2014-09-30 03:07:54,CM-12715,FUR-FU-10001095,1,0.20
8052,CA-2014-1449743,2014-09-26 04:42:43,2014-09-30 04:42:43,CM-12715,OFF-AP-10001492,6,0.20
8053,CA-2014-1099041,2014-07-14 12:15:32,2014-07-17 12:15:32,BF-10975,OFF-AR-10004999,3,0.00
8054,CA-2017-1522051,2017-09-28 14:44:36,2017-10-05 14:44:36,SF-20965,OFF-BI-10004094,1,0.70
8055,CA-2015-1211881,2015-08-28 02:48:42,2015-09-04 02:48:42,CB-12025,OFF-ST-10001490,5,0.00
8056,CA-2015-1211882,2015-08-28 03:47:58,2015-09-04 03:47:58,CB-12025,FUR-BO-10004695,2,0.15
8057,CA-2015-1211883,2015-08-28 04:04:25,2015-09-04 04:04:25,CB-12025,OFF-ST-10000736,9,0.00
8058,CA-2015-1211884,2015-08-28 05:29:49,2015-09-04 05:29:49,CB-12025,OFF-BI-10001617,5,0.20
8059,CA-2015-1211885,2015-08-28 06:01:20,2015-09-04 06:01:20,CB-12025,TEC-PH-10003589,3,0.20
8060,CA-2015-1211886,2015-08-28 07:17:00,2015-09-04 07:17:00,CB-12025,FUR-FU-10003981,2,0.00
8061,CA-2015-1560131,2015-09-20 05:13:38,2015-09-26 05:13:38,TC-20980,OFF-PA-10001970,5,0.00
8062,CA-2015-1560132,2015-09-20 06:13:54,2015-09-26 06:13:54,TC-20980,OFF-BI-10002437,2,0.20
8063,CA-2016-1329971,2016-11-07 05:52:57,2016-11-09 05:52:57,LW-17215,TEC-PH-10000586,4,0.00
8064,CA-2016-1329972,2016-11-07 06:05:27,2016-11-09 06:05:27,LW-17215,TEC-PH-10003811,3,0.00
8065,CA-2016-1329973,2016-11-07 07:17:13,2016-11-09 07:17:13,LW-17215,OFF-PA-10004983,2,0.00
8066,CA-2016-1329974,2016-11-07 08:40:45,2016-11-09 08:40:45,LW-17215,OFF-ST-10003479,3,0.00
8067,CA-2016-1329975,2016-11-07 09:29:55,2016-11-09 09:29:55,LW-17215,OFF-BI-10004318,2,0.20
8068,US-2015-1605631,2015-10-20 03:37:52,2015-10-24 03:37:52,NS-18640,TEC-AC-10002567,3,0.00
8069,US-2015-1605632,2015-10-20 04:10:46,2015-10-24 04:10:46,NS-18640,FUR-FU-10001731,6,0.00
8070,CA-2017-1517501,2017-01-01 04:26:52,2017-01-05 04:26:52,JM-15250,OFF-ST-10002743,5,0.20
8071,CA-2017-1517502,2017-01-01 05:29:34,2017-01-05 05:29:34,JM-15250,FUR-FU-10002116,5,0.60
8072,CA-2017-1517503,2017-01-01 06:14:03,2017-01-05 06:14:03,JM-15250,FUR-CH-10003199,4,0.30
8073,CA-2017-1517504,2017-01-01 07:48:41,2017-01-05 07:48:41,JM-15250,OFF-AR-10003158,4,0.20
8074,CA-2017-1517505,2017-01-01 08:57:41,2017-01-05 08:57:41,JM-15250,OFF-BI-10000301,5,0.80
8075,CA-2017-1517506,2017-01-01 09:18:14,2017-01-05 09:18:14,JM-15250,OFF-BI-10000343,14,0.80
8076,CA-2017-1517507,2017-01-01 10:39:15,2017-01-05 10:39:15,JM-15250,OFF-AP-10004708,2,0.80
8077,CA-2015-1061871,2015-06-23 11:15:00,2015-06-29 11:15:00,RF-19345,FUR-FU-10000794,3,0.00
8078,CA-2015-1061872,2015-06-23 12:47:17,2015-06-29 12:47:17,RF-19345,OFF-BI-10004519,1,0.00
8079,CA-2015-1061873,2015-06-23 13:33:35,2015-06-29 13:33:35,RF-19345,TEC-AC-10001590,3,0.00
8080,US-2016-1649451,2016-11-22 05:32:00,2016-11-27 05:32:00,CA-12055,OFF-BI-10001524,8,0.20
8081,CA-2015-1507141,2015-10-26 08:13:25,2015-11-01 08:13:25,KH-16690,OFF-LA-10001474,6,0.20
8082,CA-2015-1507142,2015-10-26 09:59:28,2015-11-01 09:59:28,KH-16690,OFF-PA-10001497,3,0.20
8083,CA-2015-1507143,2015-10-26 10:53:30,2015-11-01 10:53:30,KH-16690,OFF-AP-10003287,5,0.20
8084,CA-2015-1507144,2015-10-26 11:30:28,2015-11-01 11:30:28,KH-16690,OFF-BI-10002982,7,0.70
8085,CA-2015-1507145,2015-10-26 12:28:01,2015-11-01 12:28:01,KH-16690,OFF-ST-10001809,10,0.20
8086,CA-2016-1057531,2016-10-20 04:11:56,2016-10-26 04:11:56,LC-16960,FUR-FU-10000246,5,0.00
8087,CA-2017-1208941,2017-04-28 07:16:37,2017-05-02 07:16:37,JL-15130,OFF-AP-10000252,3,0.20
8088,CA-2016-1066211,2016-09-29 06:41:26,2016-10-01 06:41:26,DM-12955,OFF-AR-10002375,4,0.20
8089,CA-2015-1070201,2015-07-10 01:29:30,2015-07-14 01:29:30,MV-18190,OFF-BI-10003719,2,0.20
8090,US-2015-1174921,2015-08-07 14:55:21,2015-08-09 14:55:21,NS-18640,OFF-AP-10001492,9,0.00
8091,CA-2014-1013921,2014-12-07 10:16:47,2014-12-13 10:16:47,AS-10630,OFF-ST-10000532,7,0.00
8092,CA-2015-1275021,2015-12-10 03:06:23,2015-12-14 03:06:23,MT-17815,OFF-LA-10001613,2,0.00
8093,CA-2017-1436581,2017-11-08 12:15:25,2017-11-13 12:15:25,SR-20425,OFF-AR-10002818,5,0.00
8094,CA-2017-1330461,2017-07-27 13:05:04,2017-08-01 13:05:04,DK-13375,FUR-FU-10001940,3,0.00
8095,CA-2017-1330462,2017-07-27 14:35:12,2017-08-01 14:35:12,DK-13375,OFF-PA-10003883,4,0.00
8096,CA-2017-1330463,2017-07-27 15:54:36,2017-08-01 15:54:36,DK-13375,OFF-PA-10002787,2,0.00
8097,CA-2017-1330464,2017-07-27 16:28:38,2017-08-01 16:28:38,DK-13375,TEC-AC-10000991,5,0.00
8098,CA-2017-1227981,2017-12-28 05:40:16,2018-01-01 05:40:16,SV-20935,OFF-ST-10003058,5,0.00
8099,CA-2017-1227982,2017-12-28 06:54:14,2018-01-01 06:54:14,SV-20935,OFF-PA-10004239,1,0.00
8100,CA-2016-1696631,2016-03-10 13:34:30,2016-03-13 13:34:30,RH-19510,TEC-AC-10003038,3,0.00
8101,CA-2016-1696632,2016-03-10 14:45:08,2016-03-13 14:45:08,RH-19510,TEC-MA-10000984,3,0.20
8102,CA-2015-1498461,2015-05-22 05:19:33,2015-05-26 05:19:33,SB-20185,OFF-LA-10004484,2,0.00
8103,CA-2015-1498462,2015-05-22 06:47:17,2015-05-26 06:47:17,SB-20185,TEC-MA-10004002,7,0.20
8104,CA-2015-1498463,2015-05-22 07:06:09,2015-05-26 07:06:09,SB-20185,OFF-ST-10002406,7,0.00
8105,CA-2015-1498464,2015-05-22 08:07:28,2015-05-26 08:07:28,SB-20185,TEC-PH-10003645,6,0.20
8106,CA-2017-1591491,2017-02-17 05:02:33,2017-02-19 05:02:33,CR-12820,FUR-BO-10001601,1,0.32
8107,CA-2017-1591492,2017-02-17 06:06:42,2017-02-19 06:06:42,CR-12820,OFF-AR-10000937,6,0.20
8108,CA-2017-1591493,2017-02-17 07:07:03,2017-02-19 07:07:03,CR-12820,TEC-PH-10000038,4,0.20
8109,US-2017-1675701,2017-12-08 06:58:57,2017-12-15 06:58:57,EG-13900,FUR-CH-10003396,4,0.30
8110,CA-2017-1601221,2017-11-18 08:54:26,2017-11-23 08:54:26,RD-19930,OFF-EN-10002592,6,0.20
8111,CA-2017-1601222,2017-11-18 09:44:50,2017-11-23 09:44:50,RD-19930,FUR-CH-10000422,2,0.30
8112,CA-2016-1303931,2016-12-01 00:35:34,2016-12-03 00:35:34,JM-15865,FUR-CH-10002647,5,0.30
8113,CA-2016-1303932,2016-12-01 01:09:22,2016-12-03 01:09:22,JM-15865,OFF-AP-10004859,4,0.80
8114,CA-2016-1303933,2016-12-01 02:49:01,2016-12-03 02:49:01,JM-15865,FUR-CH-10004477,2,0.30
8115,CA-2017-1448201,2017-10-03 10:20:08,2017-10-07 10:20:08,LW-16825,OFF-AR-10004817,5,0.20
8116,CA-2017-1010141,2017-08-29 14:07:05,2017-09-04 14:07:05,RW-19540,FUR-FU-10003374,3,0.00
8117,CA-2017-1055431,2017-11-24 14:44:56,2017-11-24 14:44:56,BG-11695,OFF-ST-10003123,1,0.00
8118,US-2017-1132011,2017-06-30 02:17:41,2017-07-05 02:17:41,TT-21220,OFF-PA-10000675,5,0.00
8119,US-2017-1065511,2017-07-22 10:52:39,2017-07-27 10:52:39,EB-13930,FUR-CH-10004997,4,0.30
8120,CA-2016-1167221,2016-11-11 13:17:52,2016-11-16 13:17:52,LP-17080,FUR-FU-10001934,2,0.00
8121,CA-2016-1167222,2016-11-11 14:33:43,2016-11-16 14:33:43,LP-17080,FUR-CH-10004997,3,0.20
8122,CA-2016-1167223,2016-11-11 15:04:53,2016-11-16 15:04:53,LP-17080,OFF-BI-10001890,11,0.20
8123,CA-2014-1381281,2014-12-09 14:30:38,2014-12-15 14:30:38,FP-14320,OFF-EN-10002500,3,0.20
8124,CA-2014-1381282,2014-12-09 15:22:38,2014-12-15 15:22:38,FP-14320,TEC-CO-10001766,4,0.40
8125,US-2017-1500701,2017-09-07 08:38:48,2017-09-12 08:38:48,JA-15970,FUR-CH-10004860,2,0.20
8126,CA-2015-1370641,2015-02-06 07:01:47,2015-02-13 07:01:47,TS-21655,OFF-BI-10002049,3,0.80
8127,CA-2015-1370642,2015-02-06 08:11:38,2015-02-13 08:11:38,TS-21655,TEC-AC-10003499,2,0.20
8128,CA-2015-1370643,2015-02-06 09:14:18,2015-02-13 09:14:18,TS-21655,OFF-ST-10003470,3,0.20
8129,CA-2017-1573501,2017-08-26 11:39:16,2017-09-01 11:39:16,DP-13000,FUR-FU-10000222,5,0.60
8130,CA-2014-1278661,2014-07-20 10:01:33,2014-07-23 10:01:33,JD-15895,TEC-AC-10000023,2,0.00
8131,CA-2014-1278662,2014-07-20 11:36:08,2014-07-23 11:36:08,JD-15895,OFF-PA-10003971,2,0.00
8132,CA-2014-1278663,2014-07-20 12:59:30,2014-07-23 12:59:30,JD-15895,OFF-AR-10003481,4,0.00
8133,CA-2014-1278664,2014-07-20 13:06:53,2014-07-23 13:06:53,JD-15895,OFF-ST-10001490,3,0.00
8134,CA-2015-1313521,2015-10-08 10:32:44,2015-10-13 10:32:44,GH-14485,FUR-FU-10003708,3,0.60
8135,CA-2015-1217761,2015-02-16 11:46:13,2015-02-21 11:46:13,RD-19585,OFF-PA-10001970,3,0.00
8136,CA-2015-1217762,2015-02-16 12:05:32,2015-02-21 12:05:32,RD-19585,OFF-LA-10002762,7,0.00
8137,CA-2016-1180731,2016-08-12 13:57:04,2016-08-16 13:57:04,CS-12490,FUR-TA-10002533,7,0.45
8138,CA-2014-1032191,2014-11-09 03:53:56,2014-11-13 03:53:56,BF-11215,FUR-FU-10004091,9,0.00
8139,CA-2016-1025611,2016-07-18 00:10:02,2016-07-22 00:10:02,NK-18490,OFF-AR-10001545,8,0.20
8140,CA-2016-1025612,2016-07-18 01:00:22,2016-07-22 01:00:22,NK-18490,OFF-ST-10001476,10,0.20
8141,CA-2016-1025613,2016-07-18 02:01:51,2016-07-22 02:01:51,NK-18490,OFF-PA-10004971,4,0.20
8142,CA-2016-1009931,2016-02-05 03:20:26,2016-02-10 03:20:26,AZ-10750,OFF-LA-10003223,3,0.00
8143,CA-2016-1009932,2016-02-05 04:10:16,2016-02-10 04:10:16,AZ-10750,OFF-ST-10004340,3,0.00
8144,CA-2016-1009933,2016-02-05 05:02:47,2016-02-10 05:02:47,AZ-10750,FUR-TA-10001095,4,0.20
8145,CA-2016-1009934,2016-02-05 06:04:33,2016-02-10 06:04:33,AZ-10750,TEC-PH-10001448,4,0.20
8146,US-2014-1129491,2014-06-20 09:48:52,2014-06-27 09:48:52,Co-12640,OFF-AP-10001005,6,0.00
8147,US-2014-1129492,2014-06-20 10:58:09,2014-06-27 10:58:09,Co-12640,OFF-AR-10003469,2,0.00
8148,US-2017-1468221,2017-06-09 03:52:47,2017-06-14 03:52:47,AG-10675,OFF-PA-10000249,4,0.00
8149,US-2016-1310581,2016-12-27 02:45:28,2016-12-31 02:45:28,EM-14140,OFF-LA-10001613,7,0.00
8150,CA-2014-1679971,2014-01-26 10:36:37,2014-01-29 10:36:37,CA-11965,OFF-BI-10001758,2,0.00
8151,CA-2014-1679972,2014-01-26 11:04:25,2014-01-29 11:04:25,CA-11965,FUR-BO-10004409,2,0.00
8152,CA-2017-1401511,2017-03-23 12:43:56,2017-03-25 12:43:56,RB-19360,OFF-ST-10001558,2,0.00
8153,CA-2017-1401512,2017-03-23 13:56:37,2017-03-25 13:56:37,RB-19360,OFF-PA-10002986,3,0.00
8154,CA-2017-1401513,2017-03-23 14:14:10,2017-03-25 14:14:10,RB-19360,TEC-CO-10004722,4,0.00
8155,US-2017-1437701,2017-03-20 03:17:11,2017-03-24 03:17:11,RD-19720,TEC-AC-10002842,2,0.00
8156,US-2017-1437702,2017-03-20 04:28:09,2017-03-24 04:28:09,RD-19720,OFF-PA-10001125,2,0.00
8157,CA-2016-1312961,2016-10-04 01:20:28,2016-10-09 01:20:28,MS-17830,FUR-TA-10002622,2,0.30
8158,CA-2016-1034641,2016-11-18 14:55:49,2016-11-22 14:55:49,PG-18820,TEC-AC-10002842,5,0.00
8159,CA-2017-1362381,2017-12-26 04:21:37,2018-01-01 04:21:37,KB-16240,OFF-PA-10004285,3,0.20
8160,CA-2016-1208031,2016-03-09 08:06:27,2016-03-13 08:06:27,RB-19465,TEC-AC-10004469,5,0.00
8161,CA-2016-1341381,2016-02-16 05:05:18,2016-02-20 05:05:18,JD-15790,FUR-CH-10001545,2,0.00
8162,CA-2015-1209151,2015-09-28 10:28:32,2015-10-03 10:28:32,JJ-15445,OFF-AP-10002578,6,0.00
8163,CA-2015-1209152,2015-09-28 11:26:41,2015-10-03 11:26:41,JJ-15445,TEC-PH-10003012,2,0.00
8164,CA-2015-1682071,2015-11-02 03:00:56,2015-11-06 03:00:56,LT-17110,FUR-FU-10004909,6,0.00
8165,CA-2015-1682072,2015-11-02 04:27:37,2015-11-06 04:27:37,LT-17110,OFF-BI-10001524,7,0.20
8166,CA-2015-1682073,2015-11-02 05:00:04,2015-11-06 05:00:04,LT-17110,OFF-BI-10003355,3,0.20
8167,CA-2015-1682074,2015-11-02 06:43:28,2015-11-06 06:43:28,LT-17110,FUR-BO-10004357,3,0.15
8168,CA-2016-1441481,2016-07-31 11:19:33,2016-08-05 11:19:33,AH-10690,FUR-TA-10002774,7,0.20
8169,CA-2017-1071741,2017-11-06 04:23:49,2017-11-13 04:23:49,AB-10060,FUR-TA-10004575,7,0.00
8170,CA-2017-1071742,2017-11-06 05:38:59,2017-11-13 05:38:59,AB-10060,FUR-CH-10003312,2,0.20
8171,CA-2017-1071743,2017-11-06 06:04:28,2017-11-13 06:04:28,AB-10060,TEC-AC-10001465,3,0.00
8172,CA-2016-1461501,2016-02-14 07:17:27,2016-02-19 07:17:27,FM-14380,OFF-AR-10002240,7,0.00
8173,CA-2014-1141251,2014-07-09 08:16:52,2014-07-13 08:16:52,GH-14410,OFF-LA-10004559,1,0.00
8174,CA-2014-1141252,2014-07-09 09:51:08,2014-07-13 09:51:08,GH-14410,OFF-BI-10003291,6,0.20
8175,CA-2014-1141253,2014-07-09 10:57:43,2014-07-13 10:57:43,GH-14410,OFF-ST-10001505,4,0.00
8176,CA-2016-1149441,2016-01-30 13:33:34,2016-02-04 13:33:34,HE-14800,OFF-PA-10003892,4,0.20
8177,CA-2016-1359651,2016-09-22 07:17:56,2016-09-25 07:17:56,SZ-20035,OFF-ST-10002370,6,0.00
8178,CA-2017-1496991,2017-12-22 08:07:38,2017-12-24 08:07:38,CM-12115,TEC-AC-10000474,5,0.00
8179,CA-2016-1664291,2016-09-02 12:19:05,2016-09-08 12:19:05,TG-21310,TEC-CO-10002095,2,0.00
8180,CA-2015-1127671,2015-08-02 05:12:48,2015-08-06 05:12:48,DK-12985,FUR-TA-10003469,4,0.50
8181,CA-2015-1198791,2015-11-21 03:41:08,2015-11-25 03:41:08,SS-20410,FUR-TA-10002958,8,0.40
8182,CA-2015-1198792,2015-11-21 04:31:59,2015-11-25 04:31:59,SS-20410,TEC-PH-10002923,5,0.40
8183,CA-2017-1556421,2017-05-18 09:23:03,2017-05-22 09:23:03,BM-11575,FUR-FU-10004973,3,0.60
8184,CA-2017-1556422,2017-05-18 10:55:48,2017-05-22 10:55:48,BM-11575,FUR-FU-10001918,1,0.60
8185,US-2017-1017211,2017-07-23 12:33:46,2017-07-27 12:33:46,MY-17380,OFF-PA-10003641,3,0.20
8186,CA-2015-1367281,2015-09-13 10:56:11,2015-09-17 10:56:11,AG-10900,OFF-EN-10002621,1,0.20
8187,CA-2015-1367282,2015-09-13 11:44:26,2015-09-17 11:44:26,AG-10900,FUR-CH-10003817,4,0.30
8188,CA-2016-1271941,2016-12-10 08:36:36,2016-12-16 08:36:36,BW-11110,OFF-PA-10000659,9,0.00
8189,CA-2015-1403751,2015-10-02 05:54:48,2015-10-05 05:54:48,SG-20470,OFF-PA-10001870,3,0.00
8190,CA-2015-1403752,2015-10-02 06:34:33,2015-10-05 06:34:33,SG-20470,OFF-BI-10000320,1,0.00
8191,US-2017-1558661,2017-11-17 07:41:08,2017-11-21 07:41:08,CC-12370,OFF-PA-10004735,6,0.00
8192,US-2017-1558662,2017-11-17 08:14:55,2017-11-21 08:14:55,CC-12370,FUR-FU-10004091,4,0.00
8193,CA-2015-1413271,2015-11-30 04:00:15,2015-12-03 04:00:15,LR-16915,OFF-BI-10000546,7,0.70
8194,CA-2015-1413272,2015-11-30 05:02:35,2015-12-03 05:02:35,LR-16915,OFF-AP-10001293,3,0.20
8195,CA-2015-1413273,2015-11-30 06:07:03,2015-12-03 06:07:03,LR-16915,FUR-FU-10000576,2,0.20
8196,CA-2015-1367001,2015-12-06 06:14:41,2015-12-11 06:14:41,DB-13120,OFF-PA-10004519,2,0.00
8197,CA-2017-1027361,2017-09-05 01:52:28,2017-09-09 01:52:28,LP-17095,TEC-AC-10004568,4,0.20
8198,CA-2017-1027362,2017-09-05 02:08:56,2017-09-09 02:08:56,LP-17095,OFF-AR-10001897,5,0.20
8199,CA-2017-1027363,2017-09-05 03:24:48,2017-09-09 03:24:48,LP-17095,OFF-PA-10001800,3,0.20
8200,CA-2017-1252691,2017-04-24 13:02:22,2017-04-30 13:02:22,AF-10870,OFF-BI-10001628,5,0.80
8201,CA-2017-1252692,2017-04-24 14:02:16,2017-04-30 14:02:16,AF-10870,OFF-ST-10004123,1,0.20
8202,CA-2015-1148111,2015-11-08 13:35:12,2015-11-08 13:35:12,KD-16495,OFF-ST-10000885,5,0.00
8203,CA-2015-1148112,2015-11-08 14:24:39,2015-11-08 14:24:39,KD-16495,TEC-PH-10004165,2,0.00
8204,CA-2015-1148113,2015-11-08 15:28:09,2015-11-08 15:28:09,KD-16495,FUR-FU-10002240,3,0.00
8205,CA-2015-1148114,2015-11-08 16:18:02,2015-11-08 16:18:02,KD-16495,TEC-MA-10000045,4,0.00
